filename,species,source,origin_label,license,original_ref
local_esc50_cat_1-34094-A-5.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_esc50_cat_1-34094-A-5.wav
local_esc50_cat_1-34094-B-5.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_esc50_cat_1-34094-B-5.wav
local_esc50_cat_1-47819-A-5.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_esc50_cat_1-47819-A-5.wav
local_esc50_cat_1-47819-B-5.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_esc50_cat_1-47819-B-5.wav
local_esc50_cat_1-47819-C-5.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_esc50_cat_1-47819-C-5.wav
local_esc50_cat_1-56380-A-5.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_esc50_cat_1-56380-A-5.wav
local_esc50_cat_1-56380-B-5.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_esc50_cat_1-56380-B-5.wav
local_esc50_cat_1-79113-A-5.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_esc50_cat_1-79113-A-5.wav
local_esc50_cat_2-110010-A-5.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_esc50_cat_2-110010-A-5.wav
local_esc50_cat_2-110011-A-5.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_esc50_cat_2-110011-A-5.wav
local_esc50_cat_2-69131-A-5.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_esc50_cat_2-69131-A-5.wav
local_esc50_cat_2-69131-B-5.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_esc50_cat_2-69131-B-5.wav
local_esc50_cat_2-82274-A-5.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_esc50_cat_2-82274-A-5.wav
local_esc50_cat_2-82274-B-5.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_esc50_cat_2-82274-B-5.wav
local_esc50_cat_2-83934-A-5.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_esc50_cat_2-83934-A-5.wav
local_esc50_cat_2-83934-B-5.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_esc50_cat_2-83934-B-5.wav
local_esc50_cat_3-146964-A-5.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_esc50_cat_3-146964-A-5.wav
local_esc50_cat_3-146965-A-5.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_esc50_cat_3-146965-A-5.wav
local_esc50_cat_3-146972-A-5.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_esc50_cat_3-146972-A-5.wav
local_esc50_cat_3-95694-A-5.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_esc50_cat_3-95694-A-5.wav
local_esc50_cat_3-95695-A-5.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_esc50_cat_3-95695-A-5.wav
local_esc50_cat_3-95695-B-5.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_esc50_cat_3-95695-B-5.wav
local_esc50_cat_3-95697-A-5.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_esc50_cat_3-95697-A-5.wav
local_esc50_cat_3-95698-A-5.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_esc50_cat_3-95698-A-5.wav
local_esc50_cat_4-120160-A-5.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_esc50_cat_4-120160-A-5.wav
local_esc50_cat_4-133047-A-5.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_esc50_cat_4-133047-A-5.wav
local_esc50_cat_4-133047-B-5.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_esc50_cat_4-133047-B-5.wav
local_esc50_cat_4-133047-C-5.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_esc50_cat_4-133047-C-5.wav
local_esc50_cat_4-149940-A-5.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_esc50_cat_4-149940-A-5.wav
local_esc50_cat_4-149940-B-5.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_esc50_cat_4-149940-B-5.wav
local_esc50_cat_4-161303-A-5.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_esc50_cat_4-161303-A-5.wav
local_esc50_cat_4-161303-B-5.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_esc50_cat_4-161303-B-5.wav
local_esc50_cat_5-169983-A-5.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_esc50_cat_5-169983-A-5.wav
local_esc50_cat_5-172299-A-5.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_esc50_cat_5-172299-A-5.wav
local_esc50_cat_5-172639-A-5.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_esc50_cat_5-172639-A-5.wav
local_esc50_cat_5-177614-A-5.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_esc50_cat_5-177614-A-5.wav
local_esc50_cat_5-214759-A-5.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_esc50_cat_5-214759-A-5.wav
local_esc50_cat_5-214759-B-5.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_esc50_cat_5-214759-B-5.wav
local_esc50_cat_5-256452-A-5.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_esc50_cat_5-256452-A-5.wav
local_esc50_cat_5-259169-A-5.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_esc50_cat_5-259169-A-5.wav
local_F_BRI01_MC_FI_SIM01_201.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_F_BRI01_MC_FI_SIM01_201.wav
local_F_MAT01_EU_FN_RIT01_101.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_F_MAT01_EU_FN_RIT01_101.wav
local_F_MAT01_EU_FN_RIT01_301.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_F_MAT01_EU_FN_RIT01_301.wav
local_F_REG01_EU_FN_GIO01_201.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_F_REG01_EU_FN_GIO01_201.wav
local_F_SPI01_EU_MN_NAI01_102.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_F_SPI01_EU_MN_NAI01_102.wav
local_F_SPI01_EU_MN_NAI01_103.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_F_SPI01_EU_MN_NAI01_103.wav
local_F_SPI01_EU_MN_NAI01_104.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_F_SPI01_EU_MN_NAI01_104.wav
local_F_SPI01_EU_MN_NAI01_201.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_F_SPI01_EU_MN_NAI01_201.wav
local_F_SPI01_EU_MN_NAI01_203.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_F_SPI01_EU_MN_NAI01_203.wav
local_F_SPI01_EU_MN_NAI01_301.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_F_SPI01_EU_MN_NAI01_301.wav
local_F_WHO01_MC_FI_SIM01_101.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_F_WHO01_MC_FI_SIM01_101.wav
local_I_ANI01_MC_FN_SIM01_101.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_ANI01_MC_FN_SIM01_101.wav
local_I_ANI01_MC_FN_SIM01_102.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_ANI01_MC_FN_SIM01_102.wav
local_I_ANI01_MC_FN_SIM01_103.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_ANI01_MC_FN_SIM01_103.wav
local_I_ANI01_MC_FN_SIM01_104.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_ANI01_MC_FN_SIM01_104.wav
local_I_BLE01_EU_FN_DEL01_101.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_BLE01_EU_FN_DEL01_101.wav
local_I_BLE01_EU_FN_DEL01_202.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_BLE01_EU_FN_DEL01_202.wav
local_I_BLE01_EU_FN_DEL01_203.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_BLE01_EU_FN_DEL01_203.wav
local_I_BLE01_EU_FN_DEL01_204.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_BLE01_EU_FN_DEL01_204.wav
local_I_BLE01_EU_FN_DEL01_206.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_BLE01_EU_FN_DEL01_206.wav
local_I_BLE01_EU_FN_DEL01_212.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_BLE01_EU_FN_DEL01_212.wav
local_I_BLE01_EU_FN_DEL01_217.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_BLE01_EU_FN_DEL01_217.wav
local_I_BLE01_EU_FN_DEL01_218.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_BLE01_EU_FN_DEL01_218.wav
local_I_BLE01_EU_FN_DEL01_301.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_BLE01_EU_FN_DEL01_301.wav
local_I_BLE01_EU_FN_DEL01_304.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_BLE01_EU_FN_DEL01_304.wav
local_I_BLE01_EU_FN_DEL01_305.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_BLE01_EU_FN_DEL01_305.wav
local_I_BLE01_EU_FN_DEL01_306.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_BLE01_EU_FN_DEL01_306.wav
local_I_BLE01_EU_FN_DEL01_401.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_BLE01_EU_FN_DEL01_401.wav
local_I_BLE01_EU_FN_DEL01_405.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_BLE01_EU_FN_DEL01_405.wav
local_I_BRA01_MC_MN_SIM01_104.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_BRA01_MC_MN_SIM01_104.wav
local_I_BRA01_MC_MN_SIM01_301.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_BRA01_MC_MN_SIM01_301.wav
local_I_CAN01_EU_FN_GIA01_205.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_CAN01_EU_FN_GIA01_205.wav
local_I_CLE01_EU_FN_FER01_101.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_CLE01_EU_FN_FER01_101.wav
local_I_CLE01_EU_FN_FER01_103.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_CLE01_EU_FN_FER01_103.wav
local_I_CLE01_EU_FN_FER01_107.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_CLE01_EU_FN_FER01_107.wav
local_I_CLE01_EU_FN_FER01_109.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_CLE01_EU_FN_FER01_109.wav
local_I_CLE01_EU_FN_FER01_110.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_CLE01_EU_FN_FER01_110.wav
local_I_CLE01_EU_FN_FER01_115.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_CLE01_EU_FN_FER01_115.wav
local_I_CLE01_EU_FN_FER01_116.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_CLE01_EU_FN_FER01_116.wav
local_I_CLE01_EU_FN_FER01_118.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_CLE01_EU_FN_FER01_118.wav
local_I_CLE01_EU_FN_FER01_119.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_CLE01_EU_FN_FER01_119.wav
local_I_CLE01_EU_FN_FER01_120.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_CLE01_EU_FN_FER01_120.wav
local_I_DAK01_MC_FN_SIM01_303.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_DAK01_MC_FN_SIM01_303.wav
local_I_MAG01_EU_FN_FED01_101.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_MAG01_EU_FN_FED01_101.wav
local_I_MAT01_EU_FN_RIT01_201.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_MAT01_EU_FN_RIT01_201.wav
local_I_MAT01_EU_FN_RIT01_203.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_MAT01_EU_FN_RIT01_203.wav
local_I_MAT01_EU_FN_RIT01_207.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_MAT01_EU_FN_RIT01_207.wav
local_I_MAT01_EU_FN_RIT01_208.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_MAT01_EU_FN_RIT01_208.wav
local_I_MAT01_EU_FN_RIT01_210.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_MAT01_EU_FN_RIT01_210.wav
local_I_MIN01_EU_FN_BEN01_101.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_MIN01_EU_FN_BEN01_101.wav
local_I_MIN01_EU_FN_BEN01_103.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_MIN01_EU_FN_BEN01_103.wav
local_I_MIN01_EU_FN_BEN01_104.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_MIN01_EU_FN_BEN01_104.wav
local_I_MIN01_EU_FN_BEN01_105.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_MIN01_EU_FN_BEN01_105.wav
local_I_MIN01_EU_FN_BEN01_106.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_MIN01_EU_FN_BEN01_106.wav
local_I_NUL01_MC_MI_SIM01_203.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_NUL01_MC_MI_SIM01_203.wav
local_I_NUL01_MC_MI_SIM01_204.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_NUL01_MC_MI_SIM01_204.wav
local_I_NUL01_MC_MI_SIM01_205.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_NUL01_MC_MI_SIM01_205.wav
local_I_SPI01_EU_MN_NAI01_101.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_SPI01_EU_MN_NAI01_101.wav
local_I_SPI01_EU_MN_NAI01_102.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_SPI01_EU_MN_NAI01_102.wav
local_I_SPI01_EU_MN_NAI01_103.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_SPI01_EU_MN_NAI01_103.wav
local_I_SPI01_EU_MN_NAI01_104.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_SPI01_EU_MN_NAI01_104.wav
local_I_SPI01_EU_MN_NAI01_105.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_SPI01_EU_MN_NAI01_105.wav
local_I_SPI01_EU_MN_NAI01_201.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_SPI01_EU_MN_NAI01_201.wav
local_I_SPI01_EU_MN_NAI01_202.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_SPI01_EU_MN_NAI01_202.wav
local_I_SPI01_EU_MN_NAI01_203.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_SPI01_EU_MN_NAI01_203.wav
local_I_SPI01_EU_MN_NAI01_204.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_SPI01_EU_MN_NAI01_204.wav
local_I_SPI01_EU_MN_NAI01_205.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_SPI01_EU_MN_NAI01_205.wav
local_I_SPI01_EU_MN_NAI01_301.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_SPI01_EU_MN_NAI01_301.wav
local_I_SPI01_EU_MN_NAI01_302.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_SPI01_EU_MN_NAI01_302.wav
local_I_SPI01_EU_MN_NAI01_303.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_SPI01_EU_MN_NAI01_303.wav
local_I_SPI01_EU_MN_NAI01_304.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_SPI01_EU_MN_NAI01_304.wav
local_I_SPI01_EU_MN_NAI01_305.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_SPI01_EU_MN_NAI01_305.wav
local_I_WHO01_MC_FI_SIM01_101.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_WHO01_MC_FI_SIM01_101.wav
local_I_WHO01_MC_FI_SIM01_105.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_WHO01_MC_FI_SIM01_105.wav
local_I_WHO01_MC_FI_SIM01_106.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_WHO01_MC_FI_SIM01_106.wav
local_I_WHO01_MC_FI_SIM01_108.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_WHO01_MC_FI_SIM01_108.wav
local_I_WHO01_MC_FI_SIM01_116.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_WHO01_MC_FI_SIM01_116.wav
local_I_WHO01_MC_FI_SIM01_201.wav,Cat,balanced7_existing,Cat,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cat\local_I_WHO01_MC_FI_SIM01_201.wav
local_1-16568-A.wav,Cow,balanced7_existing,Cow,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cow\local_1-16568-A.wav
local_1-202111-A.wav,Cow,balanced7_existing,Cow,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cow\local_1-202111-A.wav
local_1-58277-A.wav,Cow,balanced7_existing,Cow,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cow\local_1-58277-A.wav
local_1-69422-A.wav,Cow,balanced7_existing,Cow,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cow\local_1-69422-A.wav
local_1-69641-A.wav,Cow,balanced7_existing,Cow,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cow\local_1-69641-A.wav
local_1-77160-A.wav,Cow,balanced7_existing,Cow,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cow\local_1-77160-A.wav
local_1-77241-A.wav,Cow,balanced7_existing,Cow,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cow\local_1-77241-A.wav
local_1-81269-A.wav,Cow,balanced7_existing,Cow,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cow\local_1-81269-A.wav
local_2-103423-A.wav,Cow,balanced7_existing,Cow,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cow\local_2-103423-A.wav
local_2-103424-A.wav,Cow,balanced7_existing,Cow,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cow\local_2-103424-A.wav
local_2-103426-A.wav,Cow,balanced7_existing,Cow,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cow\local_2-103426-A.wav
local_2-103427-A.wav,Cow,balanced7_existing,Cow,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cow\local_2-103427-A.wav
local_2-103428-A.wav,Cow,balanced7_existing,Cow,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cow\local_2-103428-A.wav
local_2-104877-A.wav,Cow,balanced7_existing,Cow,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cow\local_2-104877-A.wav
local_2-117795-A.wav,Cow,balanced7_existing,Cow,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cow\local_2-117795-A.wav
local_2-117795-B.wav,Cow,balanced7_existing,Cow,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cow\local_2-117795-B.wav
local_3-124376-A.wav,Cow,balanced7_existing,Cow,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cow\local_3-124376-A.wav
local_3-124376-B.wav,Cow,balanced7_existing,Cow,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cow\local_3-124376-B.wav
local_3-126358-A.wav,Cow,balanced7_existing,Cow,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cow\local_3-126358-A.wav
local_3-126358-B.wav,Cow,balanced7_existing,Cow,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cow\local_3-126358-B.wav
local_3-152039-A.wav,Cow,balanced7_existing,Cow,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cow\local_3-152039-A.wav
local_3-152039-B.wav,Cow,balanced7_existing,Cow,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cow\local_3-152039-B.wav
local_3-160993-A.wav,Cow,balanced7_existing,Cow,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cow\local_3-160993-A.wav
local_3-163727-A.wav,Cow,balanced7_existing,Cow,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cow\local_3-163727-A.wav
local_4-174860-A.wav,Cow,balanced7_existing,Cow,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cow\local_4-174860-A.wav
local_4-174860-B.wav,Cow,balanced7_existing,Cow,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cow\local_4-174860-B.wav
local_4-181955-A.wav,Cow,balanced7_existing,Cow,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cow\local_4-181955-A.wav
local_4-181955-B.wav,Cow,balanced7_existing,Cow,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cow\local_4-181955-B.wav
local_4-181955-C.wav,Cow,balanced7_existing,Cow,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cow\local_4-181955-C.wav
local_4-213915-A.wav,Cow,balanced7_existing,Cow,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cow\local_4-213915-A.wav
local_4-213915-B.wav,Cow,balanced7_existing,Cow,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cow\local_4-213915-B.wav
local_4-213915-C.wav,Cow,balanced7_existing,Cow,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cow\local_4-213915-C.wav
local_5-194899-A.wav,Cow,balanced7_existing,Cow,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cow\local_5-194899-A.wav
local_5-194899-B.wav,Cow,balanced7_existing,Cow,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cow\local_5-194899-B.wav
local_5-194899-C.wav,Cow,balanced7_existing,Cow,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cow\local_5-194899-C.wav
local_5-194899-D.wav,Cow,balanced7_existing,Cow,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cow\local_5-194899-D.wav
local_5-202795-A.wav,Cow,balanced7_existing,Cow,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cow\local_5-202795-A.wav
local_5-242492-A.wav,Cow,balanced7_existing,Cow,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cow\local_5-242492-A.wav
local_5-253085-A.wav,Cow,balanced7_existing,Cow,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cow\local_5-253085-A.wav
local_5-253085-B.wav,Cow,balanced7_existing,Cow,mixed-existing,D:\CSDLDPT\data\balanced_raw\Cow\local_5-253085-B.wav
